account,symbol,execution_price,size,side,time,start_position,event,closedPnL,leverage
0x34986477756,BTC,29747.05,21.88,Buy,2023-10-10 06:24:58,Short,TRADE,20.5409,13.6
0x16460d12139,MATIC,39375.76,39.6255,Sell,2023-10-10 07:08:39,Short,TRADE,-33.9178,19.2
0x10eba987919,MATIC,34605.27,134.1143,Buy,2023-10-10 07:52:20,Long,TRADE,-41.4685,6.2
0x2cfac714738,BTC,15404.16,43.368,Sell,2023-10-10 08:36:01,Short,TRADE,-11.9568,6.7
0x26409370328,ETH,51828.7,114.9388,Sell,2023-10-10 09:19:42,Long,TRADE,12.754,9.2
0x1a14e8d5553,BTC,50126.05,59.9212,Buy,2023-10-10 10:03:23,,TRADE,-25.7891,5.4
0xe7803c4817,SOL,23712.16,69.1041,Buy,2023-10-10 10:47:04,Long,TRADE,18.706,11.5
0xe0caaf0896,BTC,968.99,141.6824,Buy,2023-10-10 11:30:45,Short,TRADE,10.375,23.6
0x2903fb12447,BTC,14275.96,73.9213,Sell,2023-10-10 12:14:26,,TRADE,-42.9283,12.4
0x23826de5122,SOL,526.42,23.761,Buy,2023-10-10 12:58:07,Short,FUNDING,-1.8296,18.5
0x34986477756,BTC,58411.78,49.6929,Sell,2023-10-10 13:41:48,Long,TRADE,-12.4323,13.8
0x1b85e624184,ETH,48336.17,212.0789,Buy,2023-10-10 14:25:29,Short,TRADE,8.4597,7.4
0x13c35cc9821,BTC,47148.72,127.2875,Buy,2023-10-10 15:09:10,Short,TRADE,4.8845,3.2
0x23e2c0d4427,BTC,48809.79,97.6668,Buy,2023-10-10 15:52:51,Short,TRADE,15.4499,9.6
0x29ccd8d4268,ARB,22025.86,71.8489,Sell,2023-10-10 16:36:32,Long,TRADE,4.7091,36.9
0xfaf14ff612,BTC,5471.77,31.9047,Buy,2023-10-10 17:20:13,,TRADE,-27.9438,28.9
0x1d00ef95583,ETH,37851.35,15.8441,Buy,2023-10-10 18:03:54,Short,TRADE,-33.1435,12.6
0x1f612afb952,DOGE,39555.96,129.9331,Sell,2023-10-10 18:47:34,Long,TRADE,1.4081,10.5
0x34760cdb775,SOL,29252.37,70.9891,Buy,2023-10-10 19:31:15,Short,TRADE,12.1339,13.3
0xe61126f900,DOGE,59587.96,121.152,Sell,2023-10-10 20:14:56,Long,FUNDING,32.4082,4.9
0x19746d4c834,SOL,29839.01,268.8456,Buy,2023-10-10 20:58:37,Long,TRADE,30.607,11.5
0x33b67b23347,MATIC,23846.78,25.4908,Sell,2023-10-10 21:42:18,Short,TRADE,5.8139,2.8
0x18b3c417154,ETH,13037.53,2.186,Buy,2023-10-10 22:25:59,Long,TRADE,3.4498,2.2
0x10a45ace720,ETH,21456.07,175.7235,Sell,2023-10-10 23:09:40,Long,TRADE,24.0118,8.1
0x2ba0388c680,ETH,36096.28,448.4104,Buy,2023-10-10 23:53:21,Short,TRADE,-24.7195,41.4
0x33b67b23347,ETH,14276.99,74.4077,Sell,2023-10-11 00:37:02,Short,TRADE,1.1601,27.1
0xe0caaf0896,ARB,24257.72,80.6466,Buy,2023-10-11 01:20:43,Long,TRADE,-5.7451,19.8
0x376b7156253,BTC,15409.76,55.1054,Sell,2023-10-11 02:04:24,Short,TRADE,-25.5872,10.1
0x236c14d0687,AVAX,56049.07,175.5558,Sell,2023-10-11 02:48:05,Long,TRADE,-21.9352,25.4
0x2725143b245,BTC,51929.65,20.0541,Sell,2023-10-11 03:31:46,Short,TRADE,44.6053,7.3
0x2461bfd3806,BTC,7254.88,415.1702,Buy,2023-10-11 04:15:27,Long,TRADE,-11.1141,4.9
0x2fd8183d373,BTC,54842.9,105.4582,Sell,2023-10-11 04:59:08,Long,TRADE,-0.5895,7.1
0x17a4a8e3336,BTC,40779.39,66.8665,Sell,2023-10-11 05:42:49,Long,TRADE,-19.0769,3.8
0x1888b994109,BTC,31019.67,43.4819,Buy,2023-10-11 06:26:30,Short,TRADE,63.2345,38.9
0x36d98f8a666,AVAX,3517.21,273.9915,Buy,2023-10-11 07:10:11,Short,TRADE,-31.9516,13.8
0x34c1bb7b644,ETH,28418.51,69.1606,Sell,2023-10-11 07:53:51,Long,TRADE,-45.3373,5.9
0x16f6093c963,ETH,35960.97,525.5576,Sell,2023-10-11 08:37:32,Long,TRADE,19.141,9.5
0x1e9090d7766,ARB,48026.1,245.3762,Buy,2023-10-11 09:21:13,Short,TRADE,-20.9248,9.3
0x17a4a8e3336,BTC,1872.43,438.7743,Buy,2023-10-11 10:04:54,Short,TRADE,-56.1111,23.6
0x2309bb78553,ETH,29309.59,70.3027,Buy,2023-10-11 10:48:35,Long,TRADE,19.6949,5.6
0x157aa984373,BTC,39985.01,166.9637,Buy,2023-10-11 11:32:16,Short,TRADE,4.8497,19.1
0x37550a89430,ETH,37034.03,115.5227,Buy,2023-10-11 12:15:57,Short,FUNDING,-12.6893,15.6
0x25eb358d415,ETH,23225.79,64.2348,Sell,2023-10-11 12:59:38,Short,TRADE,-11.9249,12.1
0x174eabfd313,ETH,40442.72,25.802,Buy,2023-10-11 13:43:19,Short,TRADE,-13.0853,10.7
0x1e2ab9bd861,BTC,51107.17,1293.2763,Buy,2023-10-11 14:27:00,Short,TRADE,51.1262,10.5
0x3362fd5c550,DOGE,2529.02,47.4326,Sell,2023-10-11 15:10:41,Short,TRADE,8.2376,4.5
0x1200a2de812,SOL,8668.25,205.2226,Buy,2023-10-11 15:54:22,Short,TRADE,30.1951,8.9
0xe0caaf0896,SOL,50285.18,339.5641,Buy,2023-10-11 16:38:03,,LIQUIDATION,-1.0787,7.6
0x26835a11623,MATIC,19748.73,38.4731,Buy,2023-10-11 17:21:44,Long,TRADE,-4.9122,5.3
0xc8ff9f9490,ARB,23038.63,18.0255,Sell,2023-10-11 18:05:25,Long,TRADE,-2.4233,2.9
0x96fb014740,AVAX,41370.56,148.7236,Buy,2023-10-11 18:49:06,Short,TRADE,12.0607,4.5
0x1536773b121,BTC,59444.76,52.8484,Buy,2023-10-11 19:32:47,Long,TRADE,1.9746,7.1
0x2341929c668,ETH,43931.73,35.5055,Buy,2023-10-11 20:16:28,Long,TRADE,50.3987,9.3
0xc7c7b9b250,ETH,21624.94,47.568,Sell,2023-10-11 21:00:09,Long,LIQUIDATION,-10.9358,11.7
0x220cf166832,BTC,25844.63,137.3561,Sell,2023-10-11 21:43:49,,TRADE,-31.8855,11.5
0x26409370328,SOL,39362.52,14.9985,Buy,2023-10-11 22:27:30,Long,TRADE,53.6309,13.4
0x27d8c51c188,SOL,30231.89,71.8442,Buy,2023-10-11 23:11:11,Long,TRADE,48.4754,12.7
0x1e604bfb894,BTC,28080.25,21.6146,Buy,2023-10-11 23:54:52,Short,TRADE,41.959,29.3
0x1d00ef95583,SOL,31173.48,479.4419,Buy,2023-10-12 00:38:33,Short,TRADE,-8.4034,27.0
0x23826de5122,BTC,40949.96,75.9344,Buy,2023-10-12 01:22:14,Short,TRADE,34.3307,7.9
0x161b2a7f463,SOL,24178.35,372.1928,Buy,2023-10-12 02:05:55,Short,LIQUIDATION,-46.6009,17.3
0x2ef7f5ad798,ETH,10157.46,294.9249,Buy,2023-10-12 02:49:36,Long,TRADE,12.9085,9.0
0x373d8de7715,ETH,35152.3,100.6246,Sell,2023-10-12 03:33:17,Short,TRADE,-12.2597,3.7
0x2cfac714738,BTC,21419.19,202.4081,Sell,2023-10-12 04:16:58,Short,TRADE,15.8498,14.9
0x13500e35426,ETH,29561.34,182.1151,Sell,2023-10-12 05:00:39,Short,TRADE,-24.5459,7.3
0x9889e82355,ARB,58900.08,305.1925,Buy,2023-10-12 05:44:20,Long,TRADE,30.7454,6.6
0x20d2216a956,AVAX,13448.97,80.7733,Buy,2023-10-12 06:28:01,Long,TRADE,26.268,7.0
0x39de8fc3390,BTC,35402.99,123.1284,Sell,2023-10-12 07:11:42,Short,TRADE,8.3433,5.6
0x299e63d0281,BTC,49051.59,25.9699,Sell,2023-10-12 07:55:23,Short,TRADE,-30.8698,29.9
0xbcdf5b9960,SOL,23078.95,32.5729,Sell,2023-10-12 08:39:04,Short,TRADE,-11.0397,8.4
0x21799520910,AVAX,38884.14,192.7418,Buy,2023-10-12 09:22:45,Long,TRADE,29.515,9.1
0x271719c2112,ARB,18428.51,164.6097,Buy,2023-10-12 10:06:26,Short,TRADE,-24.6793,3.6
0xf0ca0a4920,SOL,12379.58,29.8557,Sell,2023-10-12 10:50:06,Short,FUNDING,44.1991,6.4
0x25632813245,ETH,26550.48,95.5724,Buy,2023-10-12 11:33:47,Long,TRADE,28.7991,4.5
0x1d65c7c1273,ARB,46269.28,19.5164,Sell,2023-10-12 12:17:28,Long,TRADE,-21.4122,13.6
0x34c1bb7b644,ETH,33619.02,15.8262,Sell,2023-10-12 13:01:09,Long,TRADE,7.816,4.5
0x1338b630276,BTC,50197.18,118.2294,Buy,2023-10-12 13:44:50,Short,TRADE,-5.0512,23.5
0x1e604bfb894,BTC,17625.31,40.5644,Sell,2023-10-12 14:28:31,Long,TRADE,-46.9622,4.5
0x39503642587,MATIC,49437.52,122.6946,Buy,2023-10-12 15:12:12,Long,TRADE,-42.5227,5.3
0x3371e850724,ETH,56184.58,53.1001,Sell,2023-10-12 15:55:53,Short,TRADE,-6.5997,14.9
0xa1a8ea8640,ETH,22675.33,38.5707,Buy,2023-10-12 16:39:34,Short,TRADE,-5.4065,30.8
0x308617a3863,MATIC,55570.71,401.0416,Buy,2023-10-12 17:23:15,Long,TRADE,10.7893,7.7
0x96fb014740,BTC,52926.16,215.2118,Sell,2023-10-12 18:06:56,Long,TRADE,-25.4454,14.2
0x277fba8b496,BTC,4725.64,44.5628,Sell,2023-10-12 18:50:37,Long,TRADE,-6.8329,5.3
0x23826de5122,ARB,41796.83,449.0965,Buy,2023-10-12 19:34:18,Long,TRADE,17.6406,7.3
0x21799520910,BTC,48629.7,26.4882,Sell,2023-10-12 20:17:59,,TRADE,-24.824,9.3
0x10eba987919,ETH,22755.23,26.1463,Buy,2023-10-12 21:01:40,Long,TRADE,46.7203,6.1
0x1e2ab9bd861,ETH,20811.75,28.3751,Sell,2023-10-12 21:45:21,Long,TRADE,-12.6166,19.8
0x299e63d0281,BTC,52382.2,45.1763,Sell,2023-10-12 22:29:02,Long,TRADE,-18.0765,16.1
0x34996f51679,DOGE,26391.0,30.9746,Buy,2023-10-12 23:12:43,Short,TRADE,55.1851,7.3
0x2309bb78553,ETH,40694.02,67.1974,Sell,2023-10-12 23:56:23,Short,TRADE,12.9248,1.7
0x39a5eed7164,BTC,28602.77,31.4657,Sell,2023-10-13 00:40:04,Long,TRADE,-15.4584,3.5
0x1945b673450,SOL,19336.83,46.6938,Sell,2023-10-13 01:23:45,Long,TRADE,-37.1197,21.2
0x292c5f61822,BTC,49632.78,82.1656,Buy,2023-10-13 02:07:26,Long,TRADE,-2.3098,9.3
0x1bf2eb69331,ARB,29366.05,241.8298,Sell,2023-10-13 02:51:07,Long,TRADE,14.8609,4.2
0x22ea37dc687,SOL,15735.12,134.6049,Buy,2023-10-13 03:34:48,Short,TRADE,18.4281,26.9
0x3362fd5c550,DOGE,58183.25,390.4943,Sell,2023-10-13 04:18:29,Long,TRADE,15.9302,14.4
0x1b85e624184,MATIC,8878.62,79.9328,Buy,2023-10-13 05:02:10,Short,TRADE,-33.7922,19.7
0x724f640674,MATIC,7801.78,71.155,Buy,2023-10-13 05:45:51,Long,TRADE,60.2824,7.1
0x299c6894419,BTC,54086.18,539.1221,Buy,2023-10-13 06:29:32,Short,TRADE,3.7394,20.0
0x1ae18df8463,SOL,54168.78,247.1548,Sell,2023-10-13 07:13:13,Short,TRADE,30.938,8.8
0x296db94e695,BTC,45709.9,308.902,Buy,2023-10-13 07:56:54,Short,TRADE,-49.1598,6.3
0x275aafa4549,BTC,9066.12,1146.6786,Sell,2023-10-13 08:40:35,Short,TRADE,1.0875,35.5
0x1ae18df8463,ARB,45100.06,29.7365,Buy,2023-10-13 09:24:16,Long,TRADE,-22.3962,9.9
0x29a658bd659,BTC,10291.45,12.1721,Buy,2023-10-13 10:07:57,,TRADE,4.6479,6.5
0x2e70c481974,ETH,3586.81,134.8222,Buy,2023-10-13 10:51:38,Long,TRADE,10.9525,12.9
0x203b57d4632,BTC,19087.44,100.1802,Buy,2023-10-13 11:35:19,Short,TRADE,-5.032,5.2
0x1524aa87201,BTC,42603.72,30.324,Sell,2023-10-13 12:19:00,Long,LIQUIDATION,28.1846,4.7
0xbcdf5b9960,BTC,19639.43,124.8686,Sell,2023-10-13 13:02:41,Long,LIQUIDATION,5.2793,7.4
0x2ef7f5ad798,ETH,42995.43,71.2372,Sell,2023-10-13 13:46:21,Short,TRADE,-17.2417,4.2
0xf32ed6e563,DOGE,56167.78,127.5384,Buy,2023-10-13 14:30:02,Short,TRADE,-5.793,9.7
0x32b19c70466,ARB,34997.82,201.9987,Buy,2023-10-13 15:13:43,Short,TRADE,12.1461,4.5
0x1ae18df8463,BTC,2189.03,232.4512,Buy,2023-10-13 15:57:24,Long,TRADE,13.0253,18.0
0x19143b1e204,MATIC,2533.17,200.4072,Sell,2023-10-13 16:41:05,Long,TRADE,2.1773,27.4
0x3635378e343,ETH,9619.17,4.209,Buy,2023-10-13 17:24:46,Long,TRADE,23.9175,4.3
0xe51fff8866,ETH,40252.5,220.5539,Buy,2023-10-13 18:08:27,Long,TRADE,11.3476,35.8
0x23826de5122,BTC,18544.47,27.1008,Buy,2023-10-13 18:52:08,Short,TRADE,-9.398,15.7
0x1d88394c396,ETH,22288.89,84.4857,Sell,2023-10-13 19:35:49,Long,LIQUIDATION,-18.8658,11.5
0x138515c8784,ETH,21177.78,136.6395,Buy,2023-10-13 20:19:30,Long,TRADE,-23.8008,4.0
0x30912bf7585,ETH,21940.85,295.2632,Sell,2023-10-13 21:03:11,Long,TRADE,-20.1279,3.7
0x3ad8cd12483,ETH,37088.43,59.7618,Buy,2023-10-13 21:46:52,Long,TRADE,15.7379,9.8
0x1a0f3a49162,ETH,35030.01,99.4686,Sell,2023-10-13 22:30:33,Short,TRADE,-10.2464,9.0
0xdd54dab311,ARB,52087.77,62.3825,Buy,2023-10-13 23:14:14,Long,TRADE,-6.5522,8.4
0x25572ec3998,ETH,59233.1,90.1765,Sell,2023-10-13 23:57:55,Short,TRADE,-42.3173,10.3
0x225b09fc503,SOL,50419.62,74.0608,Buy,2023-10-14 00:41:36,Long,TRADE,44.7285,6.5
0x2effaaee209,BTC,46381.19,214.9874,Buy,2023-10-14 01:25:17,Long,TRADE,2.273,8.7
0x19160567977,ETH,22256.37,491.3189,Sell,2023-10-14 02:08:58,Long,TRADE,-45.4679,9.9
0xd99a46b265,AVAX,54890.44,15.2694,Buy,2023-10-14 02:52:38,Short,FUNDING,-48.3068,46.6
0x9be15e7396,SOL,21889.24,332.2663,Buy,2023-10-14 03:36:19,,TRADE,4.2602,2.6
0x114ff6d7669,ETH,3829.35,293.3461,Sell,2023-10-14 04:20:00,Long,TRADE,3.1221,12.5
0x21802835318,BTC,30494.04,140.5178,Buy,2023-10-14 05:03:41,Short,TRADE,-8.9026,10.5
0x30912bf7585,SOL,15834.81,3896.8986,Buy,2023-10-14 05:47:22,Long,TRADE,58.0802,10.1
0x31a9bbfd184,BTC,29086.91,66.4676,Buy,2023-10-14 06:31:03,,TRADE,-16.0948,12.4
0x138515c8784,ETH,40860.29,43.0818,Sell,2023-10-14 07:14:44,Long,TRADE,14.6731,3.6
0x39ef42a6957,ETH,51748.85,1657.6421,Buy,2023-10-14 07:58:25,Long,TRADE,-21.4318,12.3
0x37550a89430,BTC,15065.09,10.9028,Buy,2023-10-14 08:42:06,Short,TRADE,-26.0106,4.1
0xe0caaf0896,ETH,55241.58,13.5871,Sell,2023-10-14 09:25:47,Short,TRADE,7.0119,3.4
0x31d26d1b803,BTC,59537.06,234.0866,Buy,2023-10-14 10:09:28,Short,TRADE,-39.524,9.1
0x19fae8b1984,ARB,12085.48,123.885,Buy,2023-10-14 10:53:09,,TRADE,-66.0253,6.9
0x19fae8b1984,AVAX,20830.11,19.211,Sell,2023-10-14 11:36:50,Long,TRADE,7.9741,11.2
0x363defe8982,ARB,42927.22,240.7153,Buy,2023-10-14 12:20:31,Long,TRADE,3.9666,6.4
0x1e9090d7766,BTC,22213.93,60.8119,Buy,2023-10-14 13:04:12,Long,TRADE,22.3528,8.7
0x135af16d669,SOL,13264.51,9.2847,Sell,2023-10-14 13:47:53,Long,TRADE,-13.182,9.4
0xc74e658278,ARB,24218.57,197.7704,Buy,2023-10-14 14:31:34,Long,TRADE,-57.1671,4.9
0x373fd73f147,BTC,42273.83,294.4168,Sell,2023-10-14 15:15:15,Long,TRADE,-28.614,15.3
0x31d26d1b803,BTC,1028.75,19.0858,Buy,2023-10-14 15:58:55,Long,TRADE,-14.2197,9.2
0x1d88394c396,ETH,40157.4,15.3842,Buy,2023-10-14 16:42:36,Long,TRADE,11.769,11.7
0x179d765c716,BTC,54041.05,4.2187,Buy,2023-10-14 17:26:17,Short,TRADE,-21.5978,5.1
0xbcdf5b9960,DOGE,59265.77,79.4685,Buy,2023-10-14 18:09:58,Short,FUNDING,-4.8375,5.1
0x37833027988,ETH,15259.46,49.3559,Sell,2023-10-14 18:53:39,Short,TRADE,-3.213,8.0
0x30d90c2f866,BTC,44720.02,42.9153,Sell,2023-10-14 19:37:20,Long,TRADE,-11.811,9.8
0x2309bb78553,SOL,10042.18,311.8545,Sell,2023-10-14 20:21:01,Long,TRADE,-34.8506,7.8
0x2e70c481974,DOGE,13979.87,48.6995,Sell,2023-10-14 21:04:42,Short,TRADE,36.4315,10.5
0x1e604bfb894,SOL,39604.34,17.8372,Sell,2023-10-14 21:48:23,Short,TRADE,-17.0276,2.7
0x19fae8b1984,BTC,49110.49,76.8356,Buy,2023-10-14 22:32:04,Short,TRADE,-33.1124,33.2
0x293ba2c2452,BTC,5658.47,124.5666,Buy,2023-10-14 23:15:45,Long,TRADE,-22.2989,6.3
0x1cdd7c67738,ARB,23076.22,22.9634,Sell,2023-10-14 23:59:26,Long,TRADE,-27.4195,4.4
0x174eabfd313,BTC,51992.46,21.0934,Buy,2023-10-15 00:43:07,Long,TRADE,0.0472,19.8
0x39603264507,SOL,45212.27,304.5167,Buy,2023-10-15 01:26:48,Short,TRADE,-36.5981,5.0
0x10eba987919,ETH,3094.11,12.5704,Buy,2023-10-15 02:10:29,Long,TRADE,-3.3285,11.3
0x37b4e5e2695,BTC,24449.31,27.746,Buy,2023-10-15 02:54:10,Long,TRADE,48.7966,5.0
0x21802835318,BTC,24224.1,31.2523,Sell,2023-10-15 03:37:51,Short,TRADE,-51.57,8.3
0x1d88394c396,SOL,39364.33,76.5033,Buy,2023-10-15 04:21:32,Short,TRADE,20.5282,8.4
0x39603264507,ARB,5499.75,174.4067,Buy,2023-10-15 05:05:13,Long,TRADE,20.5567,6.4
0x135af16d669,ARB,21801.65,129.2633,Sell,2023-10-15 05:48:53,Long,TRADE,-15.5985,16.9
0x236c14d0687,ETH,54346.8,86.7792,Buy,2023-10-15 06:32:34,Long,TRADE,-62.0467,23.3
0xe0caaf0896,ARB,4808.1,1015.3256,Buy,2023-10-15 07:16:15,Long,TRADE,7.7925,6.3
0x617a000374,SOL,7484.32,60.0258,Sell,2023-10-15 07:59:56,Long,TRADE,-2.6017,10.8
0x2ef7f5ad798,MATIC,35848.29,13.4311,Buy,2023-10-15 08:43:37,Short,TRADE,42.4534,4.5
0x1200a2de812,DOGE,21902.95,163.5506,Sell,2023-10-15 09:27:18,Long,TRADE,-7.2588,10.6
0x2461bfd3806,ARB,920.95,81.422,Buy,2023-10-15 10:10:59,Long,TRADE,-13.5476,16.3
0x27d8c51c188,ARB,14753.3,79.2528,Sell,2023-10-15 10:54:40,Long,FUNDING,-1.7728,10.7
0x724f640674,ARB,33681.05,58.2219,Buy,2023-10-15 11:38:21,Long,LIQUIDATION,14.4454,7.1
0x365b049b650,DOGE,49805.76,130.7858,Sell,2023-10-15 12:22:02,Short,TRADE,-16.3611,8.6
0x724f640674,ETH,38862.07,490.6425,Sell,2023-10-15 13:05:43,Long,LIQUIDATION,-22.5165,4.9
0x24589a0d940,SOL,337.51,545.483,Buy,2023-10-15 13:49:24,Long,TRADE,16.6979,6.4
0x2fd8183d373,MATIC,12833.25,1131.3716,Buy,2023-10-15 14:33:05,Short,TRADE,12.6336,6.7
0x268bad0f586,ETH,8654.62,211.0277,Buy,2023-10-15 15:16:46,Long,TRADE,18.9543,11.1
0x39de8fc3390,BTC,27468.84,521.5364,Buy,2023-10-15 16:00:27,Long,TRADE,-39.3532,4.9
0x293ba2c2452,BTC,18519.91,182.0924,Sell,2023-10-15 16:44:08,,TRADE,-31.9965,1.9
0x277fba8b496,SOL,33385.41,57.1226,Buy,2023-10-15 17:27:49,Short,TRADE,-50.9365,18.9
0x13500e35426,ETH,11799.3,834.2302,Sell,2023-10-15 18:11:30,Short,FUNDING,-24.63,6.0
0x62e0feb885,ETH,41949.72,51.6178,Buy,2023-10-15 18:55:10,Long,TRADE,34.6108,10.7
0x22ea37dc687,BTC,25039.51,63.0491,Sell,2023-10-15 19:38:51,Short,TRADE,10.7977,8.4
0xe7803c4817,ETH,21411.03,178.2914,Sell,2023-10-15 20:22:32,Long,TRADE,-20.6027,7.7
0x2725143b245,BTC,41179.64,104.3433,Sell,2023-10-15 21:06:13,Long,TRADE,14.5228,5.3
0x114ff6d7669,BTC,41802.5,23.8185,Sell,2023-10-15 21:49:54,Long,TRADE,-14.0588,11.6
0x236c14d0687,SOL,5993.91,406.3122,Buy,2023-10-15 22:33:35,Long,TRADE,8.0485,7.4
0x1e2ab9bd861,AVAX,52897.92,51.2287,Buy,2023-10-15 23:17:16,Long,TRADE,-7.0518,3.9
0x26835a11623,SOL,40154.45,376.6677,Buy,2023-10-16 00:00:57,Long,TRADE,20.3695,15.0
0x1419f8b2732,ETH,20183.22,96.0834,Sell,2023-10-16 00:44:38,,LIQUIDATION,-22.0246,19.7
0x1888b994109,ETH,29690.29,90.3986,Buy,2023-10-16 01:28:19,Short,TRADE,-43.6843,8.9
0x1d00ef95583,SOL,11136.26,51.4052,Buy,2023-10-16 02:12:00,Long,TRADE,10.8089,24.7
0x327b6a05586,BTC,9389.73,180.9163,Sell,2023-10-16 02:55:41,Short,TRADE,23.1023,11.9
0x32dc1a0a606,BTC,53900.6,49.3878,Buy,2023-10-16 03:39:22,,TRADE,-23.8114,9.3
0x293bca6e135,BTC,34321.41,4095.7425,Buy,2023-10-16 04:23:03,Long,TRADE,3.1931,9.4
0x19143b1e204,SOL,39947.64,305.9937,Sell,2023-10-16 05:06:44,Short,TRADE,-19.4031,13.5
0x1419f8b2732,SOL,49692.94,339.0193,Buy,2023-10-16 05:50:25,Short,TRADE,34.2771,19.0
0x617a000374,BTC,48065.16,22.6289,Buy,2023-10-16 06:34:06,Short,TRADE,0.3783,13.6
0xe0caaf0896,BTC,6793.12,255.7311,Buy,2023-10-16 07:17:47,Long,TRADE,-8.1803,11.7
0x373eaca8390,MATIC,46477.92,148.4299,Sell,2023-10-16 08:01:28,Long,LIQUIDATION,-15.2239,10.4
0x327b6a05586,BTC,20340.53,44.7453,Buy,2023-10-16 08:45:08,Short,TRADE,31.1943,2.9
0xbcdf5b9960,ARB,27096.72,1096.4613,Sell,2023-10-16 09:28:49,Short,TRADE,-35.821,6.8
0x1536773b121,ETH,1310.33,21.1488,Sell,2023-10-16 10:12:30,Short,TRADE,-50.9808,4.0
0x3635378e343,ETH,28646.94,34.0665,Sell,2023-10-16 10:56:11,Long,TRADE,35.4374,11.1
0x20475f8c743,ETH,17896.88,88.757,Buy,2023-10-16 11:39:52,Short,TRADE,11.0529,5.4
0x37b4e5e2695,DOGE,28859.99,521.3062,Sell,2023-10-16 12:23:33,Short,TRADE,36.4901,4.1
0x220cf166832,ETH,52470.03,49.8801,Sell,2023-10-16 13:07:14,Short,TRADE,-18.2511,11.0
0x350abd31967,ETH,45105.64,23.882,Buy,2023-10-16 13:50:55,Short,TRADE,8.693,1.4
0x220cf166832,SOL,25385.96,43.6637,Buy,2023-10-16 14:34:36,Long,TRADE,14.3888,14.5
0x7724a7b267,BTC,17695.54,43.0644,Buy,2023-10-16 15:18:17,Short,TRADE,51.6187,5.2
0x617a000374,ETH,15561.86,116.3477,Sell,2023-10-16 16:01:58,Long,TRADE,46.6782,6.2
0x293ba2c2452,ETH,37534.26,42.5348,Buy,2023-10-16 16:45:39,Short,TRADE,-14.4716,12.9
0x1ae18df8463,BTC,21456.29,45.8528,Sell,2023-10-16 17:29:20,Long,TRADE,-21.1121,40.3
0x15c8b5ad266,BTC,28957.81,73.911,Buy,2023-10-16 18:13:01,Short,TRADE,22.3595,15.2
0x23e2c0d4427,BTC,17161.75,18.37,Buy,2023-10-16 18:56:42,Long,TRADE,-13.8844,5.4
0x30912bf7585,MATIC,32057.69,293.303,Buy,2023-10-16 19:40:23,Long,TRADE,-3.561,9.7
0x31a9bbfd184,BTC,1597.82,72.1783,Sell,2023-10-16 20:24:04,Long,TRADE,-3.9764,8.4
0x2026823a930,ARB,23678.55,39.3049,Buy,2023-10-16 21:07:45,Short,TRADE,17.8926,2.9
0x22ea37dc687,MATIC,49068.35,126.3612,Sell,2023-10-16 21:51:25,Short,TRADE,-40.3393,2.6
0x10a45ace720,BTC,12284.88,142.9795,Buy,2023-10-16 22:35:06,,TRADE,1.6255,6.7
0x293ba2c2452,BTC,25289.45,62.3935,Sell,2023-10-16 23:18:47,Long,TRADE,-21.3499,15.5
0xfb28b20178,BTC,27522.39,44.8621,Buy,2023-10-17 00:02:28,Short,TRADE,-27.6026,16.9
0xf5c455c152,BTC,58211.67,122.9559,Sell,2023-10-17 00:46:09,Long,TRADE,-27.8856,25.2
0x17a4a8e3336,ETH,49925.39,11.2098,Buy,2023-10-17 01:29:50,Short,LIQUIDATION,28.058,12.3
0x179afe9e920,SOL,31035.14,105.9182,Sell,2023-10-17 02:13:31,Long,TRADE,11.6483,3.0
0x19143b1e204,BTC,12127.01,74.0346,Buy,2023-10-17 02:57:12,Long,TRADE,57.3907,32.4
0x2c4ac55a583,BTC,33406.25,241.5176,Sell,2023-10-17 03:40:53,Short,FUNDING,-43.6865,11.9
0x275aafa4549,ETH,35777.06,148.1103,Buy,2023-10-17 04:24:34,,TRADE,-36.338,26.7
0x35290c75544,BTC,28249.42,177.3245,Buy,2023-10-17 05:08:15,,TRADE,-14.7041,5.1
0x1aa4b5fc889,BTC,17621.52,18.8974,Buy,2023-10-17 05:51:56,Long,TRADE,15.1769,3.0
0x32e5855c619,SOL,48562.91,698.0431,Sell,2023-10-17 06:35:37,Long,TRADE,-13.2191,11.4
0x21d5539d175,DOGE,20354.05,142.0322,Buy,2023-10-17 07:19:18,Short,TRADE,45.0752,20.5
0x114ff6d7669,DOGE,23995.92,15.6108,Sell,2023-10-17 08:02:59,Short,TRADE,-3.748,12.3
0x1200a2de812,BTC,20118.13,19.3696,Buy,2023-10-17 08:46:40,Short,TRADE,-29.372,7.7
0x2b41dcd7587,ETH,54444.64,88.7993,Buy,2023-10-17 09:30:21,,TRADE,-23.7447,3.6
0xdd54dab311,DOGE,37879.74,48.4767,Buy,2023-10-17 10:14:02,Long,TRADE,-30.2019,9.8
0x292c5f61822,BTC,3812.19,548.4231,Sell,2023-10-17 10:57:42,Long,TRADE,8.9651,9.9
0x10eba987919,ARB,14097.21,185.6649,Buy,2023-10-17 11:41:23,,TRADE,6.034,14.4
0x2c4ac55a583,ETH,42223.23,74.0522,Buy,2023-10-17 12:25:04,Short,TRADE,26.7156,7.4
0x73592fd678,SOL,29435.74,34.1556,Sell,2023-10-17 13:08:45,Long,TRADE,-10.6411,10.5
